,n_samples,n,p,tau,deg,batsize,epochs,lr,seed,blackbox_lambda,load_dataset,train_mode,output_tag,index,gamma,train_regrets_final,test_regrets_final
0,320,50,5,0.1,1,32,20,0.01,1,15.0,noname.txt,SQP,notag,9999,0.22933228004572973,-7.713391096331179e-05,0.0036421488039195538
